# {"t_start": 1582159160.5053852, "env_id": "FetchPickAndPlace-v1"} 
r,l,t
-14.4208,50,889.900514
-14.771139,50,890.278996
-16.891696,50,890.671431
-7.59394,50,891.050224
-10.602973,50,891.424085
-12.140467,50,891.811268
-6.746504,50,892.146957
-23.700013,50,892.372068
-4.325385,50,892.596236
-4.231434,50,892.830215
-6.00621,50,893.046086
-4.094043,50,893.273858
-8.699442,50,893.488394
-18.835494,50,893.721276
-13.90627,50,893.939852
-5.55536,50,894.170979
-4.126126,50,894.391643
-11.641753,50,894.609245
-2.576031,50,894.834939
-13.256125,50,895.051799
-28.889918,50,895.259624
-6.810801,50,895.467639
-9.275386,50,895.681168
-13.403344,50,895.881706
-15.283876,50,896.092043
-5.053512,50,896.306664
-2.720428,50,896.515449
-3.920489,50,896.731898
-4.669085,50,896.936051
-1.734378,50,897.143708
-18.759612,50,897.342553
-17.020418,50,897.543213
-5.29176,50,897.755167
-4.775558,50,898.005771
-6.416989,50,898.244987
-2.46014,50,898.481261
-17.496845,50,924.30361
-4.305353,50,924.696583
-12.774687,50,925.06182
-15.60269,50,925.462768
-13.853871,50,925.855155
-20.573172,50,926.221586
-13.149755,50,926.620536
-2.006917,50,926.993392
-12.316837,50,927.375961
-22.046665,50,927.778157
-5.136611,50,928.162244
-13.348239,50,928.455186
-10.744214,50,928.686146
-3.288903,50,928.922222
-24.135199,50,929.138938
-12.226517,50,929.359827
-19.481942,50,929.588183
-11.845433,50,929.806338
-6.832578,50,930.031154
-13.682716,50,930.251631
-10.453379,50,930.470347
-11.788124,50,930.691905
-14.70704,50,930.907562
-8.188577,50,931.120189
-3.571708,50,931.338457
-16.400721,50,931.54127
-10.736006,50,931.740615
-20.414957,50,931.942139
-6.330395,50,932.152695
-1.567807,50,932.365182
-11.111903,50,932.586826
-9.225095,50,932.793629
-24.929461,50,932.995762
-6.018857,50,933.212531
-12.714397,50,933.421713
-16.555409,50,933.628348
-7.300046,50,933.840154
-13.632723,50,934.049307
-9.961759,50,934.251259
-12.685804,50,934.462954
-14.802593,50,934.844547
-7.594999,50,960.694848
-17.040661,50,961.104316
-21.627302,50,961.514494
-9.98061,50,961.904951
-3.324253,50,962.298198
-7.100879,50,962.69712
-9.359099,50,963.114977
-6.666121,50,963.507624
-7.73704,50,963.916184
-9.606642,50,964.333275
-19.620339,50,964.724874
-13.683818,50,965.046024
-7.456234,50,965.286488
-10.254844,50,965.527508
-17.832901,50,965.762799
