# {"t_start": 1587110352.6951127, "env_id": "MountainToyCar-v1"} 
r,l,t
-400.0,400,1164.342646
-400.0,400,1164.8167
-400.0,400,1165.292596
-400.0,400,1165.767793
-400.0,400,1166.244208
-400.0,400,1173.092309
-400.0,400,1173.555179
-400.0,400,1174.022969
-400.0,400,1174.48681
-400.0,400,1174.952312
-400.0,400,1181.748976
-400.0,400,1182.222275
-400.0,400,1182.686572
-400.0,400,1183.147132
-400.0,400,1183.609759
-400.0,400,1190.246599
-400.0,400,1190.705331
-400.0,400,1191.165015
-400.0,400,1191.630467
-400.0,400,1192.088996
-400.0,400,1198.69673
-400.0,400,1199.153245
-400.0,400,1199.609876
-400.0,400,1200.066707
-400.0,400,1200.523542
-400.0,400,1200.980799
-400.0,400,1207.621667
-400.0,400,1208.090161
-400.0,400,1208.55772
-400.0,400,1209.025944
-400.0,400,1209.494035
-400.0,400,1216.243984
-400.0,400,1216.717355
-400.0,400,1217.191097
-400.0,400,1217.664736
-400.0,400,1218.138121
-400.0,400,1224.818153
-400.0,400,1225.275736
-400.0,400,1225.732699
-400.0,400,1226.191197
-400.0,400,1226.648187
-400.0,400,1233.369762
-400.0,400,1233.840687
-400.0,400,1234.325711
-400.0,400,1234.800709
-400.0,400,1235.275598
-400.0,400,1242.038153
-400.0,400,1242.500541
-400.0,400,1242.958938
-400.0,400,1243.417899
-400.0,400,1243.88662
-400.0,400,1250.841333
-400.0,400,1251.30581
-400.0,400,1251.791553
-400.0,400,1252.290528
-400.0,400,1252.774726
-400.0,400,1259.888454
-400.0,400,1260.470679
-400.0,400,1260.966441
-400.0,400,1261.543827
-400.0,400,1262.018719
-400.0,400,1269.465184
-400.0,400,1270.03722
-400.0,400,1270.522052
-400.0,400,1271.012691
-400.0,400,1271.551196
-400.0,400,1272.128248
-400.0,400,1279.514018
-400.0,400,1279.991145
-400.0,400,1280.56552
-400.0,400,1281.058022
-400.0,400,1281.535713
-400.0,400,1301.976191
-400.0,400,1302.435608
-400.0,400,1302.89446
-400.0,400,1303.352854
-400.0,400,1303.811838
-400.0,400,1311.041417
-400.0,400,1311.533159
-400.0,400,1312.02387
-400.0,400,1312.514195
-400.0,400,1312.995426
-400.0,400,1320.007539
-400.0,400,1320.540179
-400.0,400,1321.047744
-400.0,400,1321.527304
-400.0,400,1321.994532
-400.0,400,1329.030546
-400.0,400,1329.541848
-400.0,400,1330.03358
-400.0,400,1330.518984
-400.0,400,1331.033877
-400.0,400,1337.973784
-400.0,400,1338.466732
-400.0,400,1338.939594
-400.0,400,1339.413973
-400.0,400,1339.894758
-400.0,400,1347.038919
-400.0,400,1347.529695
-400.0,400,1348.049079
-400.0,400,1348.530369
-400.0,400,1349.00801
-400.0,400,1355.943057
-400.0,400,1356.441173
-400.0,400,1356.928019
-400.0,400,1357.391849
-400.0,400,1357.85031
-400.0,400,1364.811159
-400.0,400,1365.291218
-400.0,400,1365.784456
-400.0,400,1366.276414
-400.0,400,1366.752809
-400.0,400,1367.227811
