# {"t_start": 1587202739.918505, "env_id": "MountainToyCar-v1"} 
r,l,t
-400.0,400,1161.362439
-400.0,400,1171.930424
-400.0,400,1172.212193
-400.0,400,1172.501503
-400.0,400,1172.79476
-400.0,400,1173.078083
-400.0,400,1183.66317
-400.0,400,1183.950884
-400.0,400,1184.242237
-400.0,400,1184.531259
-400.0,400,1184.826089
-400.0,400,1185.108886
-400.0,400,1195.713462
-400.0,400,1196.006503
-400.0,400,1196.299647
-400.0,400,1196.590037
-400.0,400,1196.880979
-400.0,400,1207.529086
-400.0,400,1207.818759
-400.0,400,1208.098534
-400.0,400,1208.379449
-400.0,400,1208.659673
-400.0,400,1219.13746
-400.0,400,1219.422566
-400.0,400,1219.70386
-400.0,400,1219.986014
-400.0,400,1220.267248
-400.0,400,1230.92581
-400.0,400,1231.208786
-400.0,400,1231.493863
-400.0,400,1231.775759
-400.0,400,1232.05578
-400.0,400,1242.675762
-400.0,400,1242.977307
-400.0,400,1243.269036
-400.0,400,1243.559902
-400.0,400,1243.849253
-400.0,400,1254.358348
-400.0,400,1254.641005
-400.0,400,1254.933501
-400.0,400,1255.215211
-400.0,400,1255.498719
-400.0,400,1266.47901
-400.0,400,1266.962615
-400.0,400,1267.329205
-400.0,400,1267.878727
-400.0,400,1268.310477
-400.0,400,1282.461288
-400.0,400,1282.88216
-400.0,400,1283.361346
-400.0,400,1283.819096
-400.0,400,1284.312399
-400.0,400,1284.810848
-400.0,400,1298.811134
-400.0,400,1299.138376
-400.0,400,1299.466328
-400.0,400,1299.791653
-400.0,400,1300.093607
-400.0,400,1338.807894
-400.0,400,1339.183159
-400.0,400,1339.559357
-400.0,400,1339.954112
-400.0,400,1340.319131
-400.0,400,1352.456509
-400.0,400,1352.7718
-400.0,400,1353.066758
-400.0,400,1353.373275
-400.0,400,1353.693789
-400.0,400,1365.035532
-400.0,400,1365.350624
-400.0,400,1365.670319
-400.0,400,1366.009497
-400.0,400,1366.332605
-400.0,400,1377.608057
-400.0,400,1377.901338
-400.0,400,1378.208585
-400.0,400,1378.505585
-400.0,400,1378.799156
-400.0,400,1389.660167
-400.0,400,1389.952949
-400.0,400,1390.244195
-400.0,400,1390.531624
-400.0,400,1390.82105
-400.0,400,1401.790853
-400.0,400,1402.083478
-400.0,400,1402.37588
-400.0,400,1402.662237
-400.0,400,1402.951852
-400.0,400,1413.738028
-400.0,400,1414.024056
-400.0,400,1414.316285
-400.0,400,1414.60448
-400.0,400,1414.893173
-400.0,400,1425.53057
-400.0,400,1425.82041
-400.0,400,1426.112853
-400.0,400,1426.398514
-400.0,400,1426.685868
-400.0,400,1426.974669
-400.0,400,1437.631139
-400.0,400,1437.921776
-400.0,400,1438.209963
-400.0,400,1438.497216
-400.0,400,1438.783501
-400.0,400,1449.408125
-400.0,400,1449.707323
-400.0,400,1449.995191
-400.0,400,1450.284347
-400.0,400,1450.578493
-400.0,400,1461.241813
-400.0,400,1461.526221
-400.0,400,1461.807078
-400.0,400,1462.087385
-400.0,400,1462.366932
-400.0,400,1472.856131
-400.0,400,1473.140906
-400.0,400,1473.419176
-400.0,400,1473.697744
-400.0,400,1473.97433
-400.0,400,1484.582218
-400.0,400,1484.878949
-400.0,400,1485.161699
-400.0,400,1485.442314
-400.0,400,1485.724131
-400.0,400,1496.311964
-400.0,400,1496.597163
-400.0,400,1496.888445
-400.0,400,1497.171919
-400.0,400,1497.452526
-400.0,400,1508.027131
-400.0,400,1508.312471
-400.0,400,1508.59155
-400.0,400,1508.872548
-400.0,400,1509.163361
-400.0,400,1519.682585
-400.0,400,1519.969299
-400.0,400,1520.25059
-400.0,400,1520.530174
-400.0,400,1520.808607
-400.0,400,1521.089894
-400.0,400,1531.601466
-400.0,400,1531.883248
-400.0,400,1532.163266
-400.0,400,1532.44474
-400.0,400,1532.724836
-400.0,400,1543.272186
-400.0,400,1543.561931
-400.0,400,1543.853678
-400.0,400,1544.1346
-400.0,400,1544.414937
-400.0,400,1554.988618
-400.0,400,1555.277727
-400.0,400,1555.569169
-400.0,400,1555.860923
-400.0,400,1556.151653
-400.0,400,1566.776587
-400.0,400,1567.066105
-400.0,400,1567.361194
-400.0,400,1567.656121
-400.0,400,1567.949283
-400.0,400,1578.875791
-400.0,400,1579.231394
-400.0,400,1579.549841
-400.0,400,1579.985059
-400.0,400,1580.353772
-400.0,400,1592.386048
-400.0,400,1592.730014
-400.0,400,1593.040361
-400.0,400,1593.375656
-400.0,400,1593.679178
-400.0,400,1604.580174
-400.0,400,1604.866217
-400.0,400,1605.170463
-400.0,400,1605.464066
-400.0,400,1605.761945
-400.0,400,1616.509017
-400.0,400,1616.798997
-400.0,400,1617.08479
-400.0,400,1617.368467
-400.0,400,1617.653858
-400.0,400,1617.939653
-400.0,400,1628.573936
-400.0,400,1628.866974
-400.0,400,1629.160758
-400.0,400,1629.454553
-400.0,400,1629.746669
-400.0,400,1663.665144
-400.0,400,1663.954339
-400.0,400,1664.245689
-400.0,400,1664.540436
-400.0,400,1664.831762
-400.0,400,1675.283251
-400.0,400,1675.564005
-400.0,400,1675.844684
-400.0,400,1676.139251
-400.0,400,1676.426544
-400.0,400,1687.016942
-400.0,400,1687.298954
-400.0,400,1687.581983
-400.0,400,1687.860983
-400.0,400,1688.145901
-400.0,400,1698.822451
-400.0,400,1699.10382
-400.0,400,1699.384191
-400.0,400,1699.665465
-400.0,400,1699.94641
-400.0,400,1710.527307
-400.0,400,1710.813109
-400.0,400,1711.10553
-400.0,400,1711.400038
-400.0,400,1711.692117
-400.0,400,1722.186573
-400.0,400,1722.469406
-400.0,400,1722.752472
-400.0,400,1723.034588
-400.0,400,1723.321026
-400.0,400,1733.873255
-400.0,400,1734.153088
-400.0,400,1734.433954
-400.0,400,1734.731426
-400.0,400,1735.020936
-400.0,400,1745.629757
